date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD
2006-05-01,USA,USD,United States,3.1,1,3.1,0
2007-01-01,AUS,AUD,Australia,3.45,1.266865,2.72325780568569,-0.154267762209413
2007-01-01,GBR,GBP,Britain,1.94,0.506034461,3.83373099959688,0.190599689315802
2007-01-01,CAN,CAD,Canada,3.63,1.17485,3.08975613908158,-0.0404484040119304
2007-01-01,JPN,JPY,Japan,280,121.585,2.30291565571411,-0.284808802573258
2007-01-01,MEX,MXN,Mexico,29,10.8894,2.66314030157768,-0.172937794541093
2007-01-01,SGP,SGD,Singapore,3.6,1.53795,2.34077830878767,-0.273050214662214
2007-01-01,ZAF,ZAR,South Africa,15.5,7.10975,2.18010478568163,-0.322948824322474
2007-01-01,USA,USD,United States,3.22,1,3.22,0
2007-06-01,AUS,AUD,Australia,3.45,1.17,2.94871794871795,-0.135273328821716
2007-06-01,GBR,GBP,Britain,1.99,0.496610632,4.00716350349906,0.175121262023183
2007-06-01,CAN,CAD,Canada,3.88,1.05345,3.68313636147895,0.0800986397298973
2007-06-01,JPN,JPY,Japan,280,122.315,2.2891714017087,-0.328688738501847
2007-06-01,MEX,MXN,Mexico,29,10.76755,2.693277486522,-0.21018255527214
2007-06-01,SGP,SGD,Singapore,3.95,1.52375,2.59228876127974,-0.239798017220018
2007-06-01,ZAF,ZAR,South Africa,15.5,6.971,2.22349734614833,-0.347947992331868
2007-06-01,USA,USD,United States,3.41,1,3.41,0
2008-06-01,AUS,AUD,Australia,3.45,1.026,3.36257309941521,-0.0581027732730519
2008-06-01,GBR,GBP,Britain,2.29,0.501039657,4.57049650263512,0.280251121186308
2008-06-01,CAN,CAD,Canada,4.09,1.00355,4.07553186189029,0.141605563554703
2008-06-01,JPN,JPY,Japan,280,106.855,2.62037340320996,-0.266001847840348
2008-06-01,MEX,MXN,Mexico,32,10.1685,3.14697349658258,-0.11849481888443
2008-06-01,SGP,SGD,Singapore,3.95,1.35275,2.91997782295324,-0.182079041189568
2008-06-01,ZAF,ZAR,South Africa,16.95,7.56325,2.24110005619277,-0.372240880618271
2008-06-01,USA,USD,United States,3.57,1,3.57,0
2009-07-01,AUS,AUD,Australia,4.34,1.2869,3.37244541145388,-0.0553374197608178
2009-07-01,GBR,GBP,Britain,2.29,0.620886626,3.68827400060635,0.033129972158642
2009-07-01,CAN,CAD,Canada,3.89,1.16085,3.35099280699487,-0.0613465526625003
2009-07-01,ISR,ILS,Israel,15,3.97425,3.77429703717683,0.0572260608338446
2009-07-01,JPN,JPY,Japan,320,92.565,3.45703019499811,-0.0316442030817621
2009-07-01,MEX,MXN,Mexico,33,13.8104,2.38950356253258,-0.330671270999276
2009-07-01,SGP,SGD,Singapore,4.22,1.4645,2.88152953226357,-0.192848870514406
2009-07-01,ZAF,ZAR,South Africa,17.95,8.2805,2.16774349375038,-0.392788937324824
2009-07-01,USA,USD,United States,3.57,1,3.57,0
2010-01-01,AUS,AUD,Australia,4.35,1.09355,3.97787023912944,0.111136938304313
2010-01-01,GBR,GBP,Britain,2.29,0.623752495,3.67132800005874,0.0255106145415478
2010-01-01,CAN,CAD,Canada,4.12,1.0368,3.97376543209877,0.109990344161667
2010-01-01,ISR,ILS,Israel,14.9,3.7325,3.9919624916276,0.115073321683686
2010-01-01,JPN,JPY,Japan,320,91.54,3.49573956740223,-0.0235364336865285
2010-01-01,MEX,MXN,Mexico,32,12.81375,2.49731733489416,-0.30242532544856
2010-01-01,SGP,SGD,Singapore,4.45,1.39555,3.18870696141306,-0.109299731448865
2010-01-01,ZAF,ZAR,South Africa,17.95,7.3045,2.45738928058046,-0.313578413245681
2010-01-01,USA,USD,United States,3.58,1,3.58,0
2010-07-01,AUS,AUD,Australia,4.35,1.133722578,3.83691750028815,0.0277457590975183
2010-07-01,GBR,GBP,Britain,2.29,0.657375756,3.48354799990525,-0.066906785656354
2010-07-01,CAN,CAD,Canada,4.17,1.04235,4.00057562239171,0.0715827560934566
2010-07-01,ISR,ILS,Israel,14.9,3.8619,3.85820451073306,0.0334476368957699
2010-07-01,JPN,JPY,Japan,320,87.18,3.67056664372563,-0.0168125060571374
2010-07-01,MEX,MXN,Mexico,32,12.782,2.50352057580973,-0.329414131419662
2010-07-01,SGP,SGD,Singapore,4.23,1.3742,3.07815456265464,-0.175494313501035
2010-07-01,ZAF,ZAR,South Africa,18.45,7.5365,2.44808598155643,-0.344262683453124
2010-07-01,USA,USD,United States,3.733333333,1,3.733333333,0
2011-07-01,AUS,AUD,Australia,4.56,0.922381589,4.94372400141218,0.216168266030055
2011-07-01,GBR,GBP,Britain,2.39,0.614137444,3.89163699974627,-0.0426477245396641
2011-07-01,CAN,CAD,Canada,4.73,0.94585,5.00079293756938,0.230207364715715
2011-07-01,GRC,EUR,Greece,3.26,0.697520315,4.67369900187065,0.149741451874698
2011-07-01,ISR,ILS,Israel,15.9,3.40335,4.67186742474327,0.149290879395638
2011-07-01,JPN,JPY,Japan,320,78.365,4.08345562432208,0.00454012898452216
2011-07-01,MEX,MXN,Mexico,32,11.67075,2.74189747873958,-0.325486475094813
2011-07-01,NLD,EUR,Netherlands,3.25,0.697520315,4.65936250186491,0.146214637605144
2011-07-01,SGP,SGD,Singapore,4.41,1.20705,3.65353547906052,-0.101221284363956
2011-07-01,ZAF,ZAR,South Africa,19.45,6.76885,2.87345708650657,-0.293122487944263
2011-07-01,USA,USD,United States,4.065,1,4.065,0
2012-01-01,AUS,AUD,Australia,4.8,0.972337012,4.93656000004246,0.176149927819474
2012-01-01,GBR,GBP,Britain,2.49,0.651253663,3.82339500177214,-0.0890649044433832
2012-01-01,CAN,CAD,Canada,4.73,1.02095,4.63293990890837,0.103811548812874
2012-01-01,GRC,EUR,Greece,3.3,0.788239467,4.18654500079733,-0.00254334993225835
2012-01-01,ISR,ILS,Israel,15.9,3.8485,4.13147979732363,-0.0156627964882393
2012-01-01,JPN,JPY,Japan,320,76.92,4.16016640665627,-0.00882812750909756
2012-01-01,MEX,MXN,Mexico,37,13.6844,2.70380871649469,-0.355809627206891
2012-01-01,NLD,EUR,Netherlands,3.25,0.788239467,4.12311250078525,-0.0176563294787392
2012-01-01,SGP,SGD,Singapore,4.85,1.2928,3.75154702970297,-0.106182894939277
2012-01-01,ZAF,ZAR,South Africa,19.95,8.1304,2.45375381285054,-0.415385942873965
2012-01-01,USA,USD,United States,4.19722,1,4.19722,0
2012-07-01,AUS,AUD,Australia,4.56,0.974326497,4.68015599908292,0.0814918542074925
2012-07-01,GBR,GBP,Britain,2.69,0.646266197,4.1623715002999,-0.0381579433160258
2012-07-01,CAN,CAD,Canada,5.12,1.01945,5.02231595468145,0.160558279533552
2012-07-01,GRC,EUR,Greece,2.683,0.824844311,3.25273504856603,-0.248357007841472
2012-07-01,ISR,ILS,Israel,11.9,4.07625,2.91934989267096,-0.325395749816069
2012-07-01,JPN,JPY,Japan,320,78.22,4.09102531321913,-0.0546446416593588
2012-07-01,MEX,MXN,Mexico,37,13.687,2.70329509753781,-0.375321756779247
2012-07-01,NLD,EUR,Netherlands,3.38,0.824844311,4.09774299819351,-0.0530923169974559
2012-07-01,SGP,SGD,Singapore,4.4,1.2585,3.49622566547477,-0.19209112294055
2012-07-01,ZAF,ZAR,South Africa,19.95,8.4683,2.35584473861342,-0.455610690095109
2012-07-01,USA,USD,United States,4.3275,1,4.3275,0
2013-01-01,AUS,AUD,Australia,4.7,0.959094615,4.90045499838408,0.122054236842075
2013-01-01,GBR,GBP,Britain,2.69,0.633211968,4.24818249802884,-0.027296205686323
2013-01-01,CAN,CAD,Canada,5.41,1.0029,5.39435636653704,0.235142536377705
2013-01-01,GRC,EUR,Greece,3.3,0.736946829,4.47793500173945,0.0253100870555905
2013-01-01,ISR,ILS,Israel,14.9,3.72455,4.00048327985931,-0.0840117468557123
2013-01-01,JPN,JPY,Japan,320,91.065,3.51397353538681,-0.19540759075803
2013-01-01,MEX,MXN,Mexico,37,12.7384,2.90460340388118,-0.334934703666193
2013-01-01,NLD,EUR,Netherlands,3.45,0.736946829,4.68147750181852,0.0719150910126627
2013-01-01,SGP,SGD,Singapore,4.5,1.23485,3.64416730777017,-0.165597200914357
