Date,Open,High,Low,Close*,Adj Close**,Volume
3/2/2018,123.35,123.8,121.9,122.18,122.18,"31,144"
3/1/2018,123.65,123.9,122.32,123.32,123.32,"33,805"
2/28/2018,128.35,129.77,127.5,127.5,127.5,"37,838"
2/27/2018,127.6,128.7,127.53,128.02,128.02,"1,373"
2/26/2018,127.78,127.93,126.65,127.4,127.4,"1,758"
2/23/2018,128.45,128.57,127.32,128,128,-
2/22/2018,129,129.15,128.07,128.35,128.35,"1,665"
2/21/2018,130.3,130.3,127.3,129.65,129.65,"6,366"
2/20/2018,130.52,130.52,129.77,130.3,130.3,"2,628"
2/16/2018,129.23,130.32,128.73,130.1,130.1,"4,439"
2/15/2018,127.88,129.43,127.53,129.27,129.27,"2,652"
2/14/2018,127.1,128,127.05,127.65,127.65,"2,075"
2/13/2018,127.35,127.93,126.72,126.82,126.82,"1,858"
2/12/2018,126.53,127.25,126.13,127.13,127.13,"3,030"
2/9/2018,125.72,127,125.43,126.53,126.53,"4,295"
2/8/2018,125.78,127.32,125.43,125.78,125.78,"2,554"
2/7/2018,125.85,126.57,125.55,125.6,125.6,"2,740"
2/6/2018,125.38,126.43,125.13,125.63,125.63,"2,905"
2/5/2018,126.3,127.9,125.9,126.13,126.13,"6,102"
2/2/2018,126.43,127.55,125.75,126.85,126.85,"6,655"
2/1/2018,124.6,126.82,124.25,126.43,126.43,"12,163"
1/31/2018,124.82,124.95,123.68,123.85,123.85,"9,379"
1/30/2018,125.4,125.63,123.55,124.82,124.82,"12,259"
1/29/2018,126.03,126.75,125.45,125.7,125.7,"11,150"
1/26/2018,122.43,125,122.22,124.6,124.6,"10,581"
1/25/2018,125.53,126.03,122.43,122.47,122.47,"16,347"
1/24/2018,125,125.68,124.8,125.43,125.43,"11,801"
1/23/2018,123.75,124.95,123.35,124.72,124.72,"11,873"
1/22/2018,122.85,123.85,122.8,123.55,123.55,"12,459"
1/19/2018,122.05,122.68,120.88,121.9,121.9,"16,919"
1/18/2018,121.32,122.1,121.03,121.95,121.95,"15,523"
1/17/2018,117.82,121.1,117.7,120.97,120.97,"32,590"
1/16/2018,117.45,118.4,117.38,118.1,118.1,"22,437"
1/12/2018,117.1,117.5,116.55,117.38,117.38,"31,770"
1/11/2018,116.5,117.35,116.25,117.07,117.07,"32,299"
1/10/2018,117.85,118.53,116.55,116.88,116.88,"37,038"
1/9/2018,117.25,118,116.7,117.68,117.68,"36,796"
1/8/2018,119,119,116.78,117.22,117.22,"47,847"
1/5/2018,121.85,121.93,119.25,119.25,119.25,"35,637"
1/4/2018,123.07,123.63,122.1,122.25,122.25,"28,569"
1/3/2018,123.32,123.35,122.35,122.95,122.95,"26,010"
1/2/2018,122.25,123.5,122.2,123.35,123.35,"25,617"
12/29/2017,125.1,125.88,123,123,123,"24,292"
12/28/2017,122.15,125.18,122.05,124.55,124.55,760
12/27/2017,121.75,122.88,121.75,122.03,122.03,732
12/26/2017,120.07,121.75,119.8,121.5,121.5,837
12/22/2017,119.8,120.2,119,119.82,119.82,837
12/21/2017,119.6,119.88,118.75,119.63,119.63,"1,392"
12/20/2017,120,120.7,118.2,119.4,119.4,"2,776"
12/19/2017,120.15,120.7,119.45,120,120,"1,084"
12/18/2017,119.53,120.15,119.3,119.97,119.97,"1,733"
12/15/2017,116.75,119.25,116.5,118.9,118.9,"3,581"
12/14/2017,115.8,116.93,115.72,116.28,116.28,"1,718"
12/13/2017,116.43,116.88,115.5,115.65,115.65,"2,270"
12/12/2017,115.22,117.3,115.2,116.15,116.15,"1,944"
12/11/2017,115.45,116.15,115.07,115.18,115.18,"2,803"
12/8/2017,115.85,116.22,115.32,115.57,115.57,"2,016"
12/7/2017,115.93,116.38,115.47,115.63,115.63,"4,077"
12/6/2017,116.63,116.78,115.45,115.9,115.9,"5,617"
12/5/2017,116.72,117.65,115.63,116.43,116.43,"4,272"
12/4/2017,117,117.53,116.22,116.38,116.38,"6,493"
12/1/2017,120,120,117.03,117.22,117.22,"13,398"
11/30/2017,120.35,120.78,117.97,119.9,119.9,"15,521"
11/29/2017,119.65,120.55,119.57,120.47,120.47,"10,649"
11/28/2017,119.63,119.95,118.75,119.65,119.65,"9,307"
11/27/2017,118.68,120.1,118.38,119.82,119.82,"9,562"
11/24/2017,-,-,-,-,-,-
11/22/2017,119.2,119.82,118.82,119.05,119.05,"6,439"
11/21/2017,117.4,118.57,117.13,117.97,117.97,"15,752"
11/20/2017,118.5,118.8,116.78,117.1,117.1,"13,839"
11/17/2017,119.63,119.8,118.55,118.85,118.85,"10,345"
11/16/2017,120.25,120.57,119.25,119.55,119.55,"11,622"
11/15/2017,119.5,120.78,119.03,120.2,120.2,"21,968"
11/14/2017,120.45,120.93,118.78,119.5,119.5,"23,055"
11/13/2017,120,121.72,119.45,120.57,120.57,"31,179"
11/10/2017,122.18,122.35,120.03,120.57,120.57,"44,619"
11/9/2017,122.47,122.88,122,122.47,122.47,"41,407"
11/8/2017,124.55,124.57,122.15,122.93,122.93,"45,610"
11/7/2017,125.25,125.6,123.5,124.63,124.63,"35,380"
11/6/2017,127.25,127.68,124.82,125.32,125.32,"33,689"
11/3/2017,126.9,127.32,126,127.3,127.3,"35,856"
11/2/2017,126.32,127.88,123.9,124.32,124.32,"39,005"
11/1/2017,125.68,126.88,125.5,126.6,126.6,"27,488"
10/31/2017,119.8,121,118.53,120.5,120.5,"34,458"
10/30/2017,119,120.35,119,119.57,119.57,850
10/27/2017,114.45,115.5,114.03,115.38,115.38,"1,131"
10/26/2017,113.28,114.5,113.05,114.15,114.15,"1,328"
10/25/2017,113.75,114.3,112.8,113.03,113.03,"1,977"
10/24/2017,111.63,113.75,111.63,113.63,113.63,"2,168"
10/23/2017,110.75,112.25,110.68,111.53,111.53,"4,158"
10/20/2017,111.6,112.2,111.25,111.68,111.68,"3,276"
10/19/2017,111.47,112.35,110.6,111.2,111.2,"2,861"
10/18/2017,110.97,112.07,109.63,111.47,111.47,"4,828"
10/17/2017,112.05,112.72,111.1,111.18,111.18,"3,640"
10/16/2017,112.78,112.85,111.57,111.72,111.72,"6,517"
10/13/2017,112.88,112.93,112,112.82,112.82,"3,439"
10/12/2017,113.5,114,111.78,112.35,112.35,"6,848"
10/11/2017,113.28,114.07,113.03,113.78,113.78,"4,695"
10/10/2017,111.75,114.05,111.75,113.7,113.7,"5,387"
10/9/2017,111.43,111.78,111,111.43,111.43,"11,791"
10/6/2017,109.97,111.15,109.8,111.03,111.03,"9,634"
10/5/2017,109.15,110.25,108.93,110.15,110.15,"8,303"
10/4/2017,109.22,110.32,109.05,109.07,109.07,"9,174"
10/3/2017,107.72,109.47,107.4,109.1,109.1,"8,897"
10/2/2017,109.1,109.75,107.75,107.82,107.82,"7,831"
9/29/2017,109.5,109.88,108.82,109.1,109.1,"12,075"
9/28/2017,108.55,109.15,108.18,108.97,108.97,"6,973"
9/27/2017,108.57,109.25,108.03,108.57,108.57,"13,994"
9/26/2017,108.9,109.15,108.07,108.28,108.28,"12,177"
9/25/2017,109.97,110,108.65,109.22,109.22,"12,086"
9/22/2017,110.03,111.82,109.7,111.57,111.57,"14,250"
9/21/2017,111,111.18,109.68,110.1,110.1,"16,546"
9/20/2017,108.05,110.97,107.78,110.95,110.95,"29,877"
9/19/2017,107.75,108.28,107.3,107.97,107.97,"15,654"
9/18/2017,107.93,108.6,107.53,107.57,107.57,"23,237"
9/15/2017,107.3,108,106.53,107.75,107.75,"25,638"
9/14/2017,107.97,108.9,106.63,106.93,106.93,"39,696"
9/13/2017,106.4,107.82,105.4,107.55,107.55,"34,325"
9/12/2017,107.25,107.78,106,106.28,106.28,"33,019"
9/11/2017,107.5,107.95,106.82,107.2,107.2,"33,028"
9/8/2017,106.38,108.55,105.82,107.32,107.32,"38,227"
9/7/2017,105.3,107.68,105.05,106.22,106.22,"32,436"
9/6/2017,104.7,105.45,104.5,104.7,104.7,"22,605"
9/5/2017,105.07,106.45,104.3,104.43,104.43,"26,171"
9/1/2017,105.53,105.82,104.72,105.15,105.15,"23,340"
8/31/2017,105.75,106.3,104.05,104.53,104.53,"34,841"
8/30/2017,105.05,106.1,105.03,105.55,105.55,846
8/29/2017,106.2,106.35,104.97,105.25,105.25,770
8/28/2017,106.5,107.4,105.75,106.2,106.2,"1,260"
8/25/2017,106.45,106.93,105.82,105.95,105.95,888
8/24/2017,105.65,106.5,104.5,105.95,105.95,"1,990"
8/23/2017,107,107,105.35,105.65,105.65,"1,436"
8/22/2017,105.88,107.28,105.75,106.72,106.72,"1,619"
8/21/2017,106.15,106.47,105.6,106,106,"1,758"
8/18/2017,106.97,107.45,105.75,106.38,106.38,"1,425"
8/17/2017,109.2,109.28,106.97,107.13,107.13,"3,348"
8/16/2017,110.28,110.55,108.95,109.47,109.47,"2,815"
8/15/2017,108.93,110.32,107.93,110.05,110.05,"3,530"
8/14/2017,109.65,110.28,108.05,109.05,109.05,"2,775"
8/11/2017,108.93,110.38,108.93,109.72,109.72,"2,594"
8/10/2017,110,110.45,108.6,108.85,108.85,"3,156"
8/9/2017,112.3,112.45,109.88,110,110,"6,552"
8/8/2017,112.97,113.4,112.15,112.47,112.47,"4,956"
8/7/2017,115.28,115.3,112.57,112.75,112.75,"7,676"
8/4/2017,115.32,115.6,114.75,115.45,115.45,"9,546"
8/3/2017,114.9,115.63,114.65,115.22,115.22,"11,611"
8/2/2017,112.82,114.9,112.07,114.53,114.53,"13,044"
8/1/2017,112.3,113.15,111.9,112.8,112.8,"7,300"
7/31/2017,112.9,113.32,111.78,112,112,"14,227"
7/28/2017,114.3,114.35,112.28,112.9,112.9,"11,559"
7/27/2017,114.65,115.65,113.53,114.3,114.3,"13,097"
7/26/2017,113.95,114.9,113,114.3,114.3,"13,843"
7/25/2017,114.47,115.05,113,113.18,113.18,"16,731"
7/24/2017,114.5,114.88,113.45,113.88,113.88,"19,301"
7/21/2017,116.35,117.38,115.8,116.43,116.43,"19,318"
7/20/2017,117.47,118.2,115.7,115.88,115.88,"19,106"
7/19/2017,114.55,117.88,114.3,117.28,117.28,"32,018"
7/18/2017,117.2,117.2,114.78,115.07,115.07,"27,009"
7/17/2017,117.75,117.88,116.72,116.95,116.95,"30,569"
7/14/2017,117.78,118.68,117.05,117.8,117.8,"40,914"
7/13/2017,118.25,118.5,117.1,117.43,117.43,"50,667"
7/12/2017,115.53,117.88,114.47,117.88,117.88,"49,911"
7/11/2017,113.85,115.43,113.4,114.88,114.88,"37,581"
7/10/2017,114.72,114.72,113.65,113.82,113.82,"32,383"
7/7/2017,115.25,115.85,114.35,114.78,114.78,"27,041"
7/6/2017,113.6,115.63,112.43,114.95,114.95,"35,816"
7/5/2017,116.28,116.28,113.07,113.55,113.55,"34,574"
7/3/2017,-,-,-,-,-,-
6/30/2017,119.93,120,119,119.1,119.1,"27,519"
6/29/2017,120.55,120.93,119.53,120.2,120.2,"1,329"
6/28/2017,119.2,120.45,118.85,120.25,120.25,"1,552"
6/27/2017,121.72,121.78,119.1,119.6,119.6,"1,369"
6/26/2017,119,121.65,118.6,121.47,121.47,"1,516"
6/23/2017,119.38,119.57,118.53,119.2,119.2,"1,116"
6/22/2017,119.3,119.5,118,118.63,118.63,"2,231"
6/21/2017,121.05,121.6,119.4,119.5,119.5,"2,363"
6/20/2017,120.03,121.03,118.03,120.35,120.35,"2,317"
6/19/2017,121.7,122.25,119.68,120,120,"1,943"
6/16/2017,123.22,123.22,121.25,121.7,121.7,"2,416"
6/15/2017,124.2,124.35,122.1,122.5,122.5,"3,849"
6/14/2017,126.88,127,124.5,124.5,124.5,"4,127"
6/13/2017,128.95,129.07,127.1,127.5,127.5,"2,658"
6/12/2017,131.35,131.35,128.25,128.35,128.35,"4,907"
6/9/2017,131.2,131.7,130.48,131.25,131.25,"3,772"
6/8/2017,131.73,132.75,131.23,131.38,131.38,"4,802"
6/7/2017,130.32,132.32,129.75,131.2,131.2,"5,777"
6/6/2017,133.23,134.23,129.55,130.2,130.2,"7,689"
6/5/2017,131.1,132.68,130.73,132.1,132.1,"7,382"
6/2/2017,129.5,131.57,128.57,130.82,130.82,"16,719"
6/1/2017,124.75,127.43,124.65,127.43,127.43,"10,673"
5/31/2017,123.35,124.6,123.03,124.43,124.43,"10,646"
5/30/2017,122.57,123.25,122.2,122.97,122.97,"10,066"
5/26/2017,124.1,124.63,122.13,122.7,122.7,"12,295"
5/25/2017,122.97,124,122.15,123.93,123.93,"11,941"
5/24/2017,122.85,122.88,120.8,122.13,122.13,"13,352"
5/23/2017,123.82,124.35,122.6,123.07,123.07,"11,649"
5/22/2017,123.7,125.13,123.15,123.93,123.93,"14,757"
5/19/2017,123.32,124.05,122.47,123.45,123.45,"15,015"
5/18/2017,121.75,123.9,121.2,122.93,122.93,"21,657"
5/17/2017,122.4,123.45,121.75,122.45,122.45,"28,936"
5/16/2017,122.28,122.88,120.57,121.9,121.9,"23,851"
5/15/2017,125.65,125.72,122.18,122.45,122.45,"23,130"
5/12/2017,125.72,126.88,124.2,125.18,125.18,"42,484"
5/11/2017,125.22,125.25,121.32,123.93,123.93,"48,409"
5/10/2017,124.97,125.13,122.22,124.2,124.2,"57,570"
5/9/2017,128,129.63,124.78,124.97,124.97,"61,666"
5/8/2017,126.95,128.93,126.05,127.78,127.78,"69,085"
5/5/2017,131.3,131.35,128.3,128.3,128.3,"47,538"
5/4/2017,134.5,134.55,130.57,131.3,131.3,"67,879"
5/3/2017,127.05,130.05,127,130.05,130.05,"71,945"
5/2/2017,124.1,127.13,124.07,127.05,127.05,"57,470"
5/1/2017,124.63,125.32,123.65,124.13,124.13,"37,243"
4/28/2017,136.5,138.9,136.27,138,138,"55,665"
4/27/2017,132.7,137,132.5,135.6,135.6,"2,128"
4/26/2017,130.05,132.15,130,132.02,132.02,"2,222"
4/25/2017,129.45,130.02,129.02,129.82,129.82,"1,756"
4/24/2017,129.8,129.82,128.3,129,129,"2,295"
4/21/2017,129.9,130.4,129.5,129.8,129.8,"2,291"
4/20/2017,129,130.25,129,129.63,129.63,"3,967"
4/19/2017,126.95,128.2,126.88,127.93,127.93,"5,783"
4/18/2017,126.75,127.72,126.28,126.78,126.78,"3,083"
4/17/2017,125.68,126.75,125.55,126.43,126.43,"2,767"
4/13/2017,124.2,125.75,123.75,125.38,125.38,"5,167"
4/12/2017,123.4,124.8,123.4,124.2,124.2,"4,837"
4/11/2017,121.1,123.45,121.1,123.25,123.25,"4,565"
4/10/2017,120.7,121.97,120.65,121.1,121.1,"5,820"
4/7/2017,118.8,120.47,118.75,120.05,120.05,"13,932"
4/6/2017,118.55,119.05,118.18,118.8,118.8,"6,078"
4/5/2017,118,118.63,117.5,118.28,118.28,"7,847"
4/4/2017,119.15,119.15,118.13,118.22,118.22,"9,101"
4/3/2017,119.95,120.32,118.9,119.43,119.43,"8,899"
3/31/2017,119.55,120.22,119.13,119.95,119.95,"8,215"
3/30/2017,121,121,119.53,120,120,"10,871"
3/29/2017,120.95,121.75,120.78,121.35,121.35,"9,563"
3/28/2017,120.97,121.88,120.6,120.78,120.78,"9,580"
3/27/2017,121.97,122.07,121,121.07,121.07,"12,338"
3/24/2017,121.95,123.2,121.63,122.1,122.1,"16,783"
3/23/2017,122.85,122.9,121.35,121.78,121.78,"15,961"
3/22/2017,120.18,122.9,120.15,122.45,122.45,"33,333"
3/21/2017,119.15,120.07,118.5,119.9,119.9,"21,955"
3/20/2017,119.35,119.47,118.45,118.9,118.9,"23,640"
3/17/2017,119.28,119.75,118.65,119.32,119.32,"18,911"
3/16/2017,118.43,119.5,118.2,119.2,119.2,"28,353"
3/15/2017,116.45,118.07,116.2,117.7,117.7,"29,000"
3/14/2017,117.68,118,116.15,116.32,116.32,"29,655"
3/13/2017,118.03,118.43,117.57,117.75,117.75,"27,696"
3/10/2017,116.68,118.25,116.3,117.6,117.6,"39,269"
3/9/2017,117.05,117.3,116.2,116.5,116.5,"35,066"
3/8/2017,115.5,117.15,115.13,115.97,115.97,"43,958"
3/7/2017,115.53,115.93,114.9,115.35,115.35,"30,089"
3/6/2017,116.35,116.57,115.22,115.55,115.55,"22,838"
3/3/2017,116.28,116.57,115.4,115.97,115.97,"23,766"
3/2/2017,117.25,117.6,116.03,116.15,116.15,"30,392"
3/1/2017,118.15,118.95,117.07,117.57,117.57,"39,940"
2/28/2017,125.65,127.13,125.65,126.6,126.6,"33,687"
2/27/2017,124,125.45,124,125.38,125.38,"1,274"
2/24/2017,123.3,123.95,122.2,123.75,123.75,"2,052"
2/23/2017,121.88,123.4,121.82,123.07,123.07,"2,262"
2/22/2017,119.53,121.9,119.15,121.3,121.3,"4,489"
2/21/2017,118.32,119.4,118.32,119.1,119.1,"2,306"
2/17/2017,116.75,118,116.55,117.93,117.93,"3,359"
2/16/2017,116.4,117.18,116.1,116.53,116.53,"2,096"
2/15/2017,117.38,117.75,116.6,116.78,116.78,"2,726"
2/14/2017,115.97,117.4,115.57,117.38,117.38,"2,571"
2/13/2017,116.55,116.7,115.68,115.93,115.93,"2,016"
2/10/2017,117.78,118.07,116.2,116.4,116.4,"5,250"
2/9/2017,117.25,117.75,116.78,117.65,117.65,"5,056"
2/8/2017,117.65,118.25,116.7,116.78,116.78,"6,421"
2/7/2017,116.93,117.72,116.63,117.68,117.68,"4,470"
2/6/2017,117.2,117.47,116.25,116.43,116.43,"6,543"
2/3/2017,117.03,117.4,116.5,116.9,116.9,"8,607"
2/2/2017,116,116.97,115.85,116.88,116.88,"11,472"
2/1/2017,115.4,116.4,114.65,115.57,115.57,"13,660"
1/31/2017,116.05,116.57,115.45,115.6,115.6,"8,413"
1/30/2017,116.65,117.05,115.85,116.18,116.18,"13,896"
1/27/2017,118.45,118.78,117.95,118.32,118.32,"9,348"
1/26/2017,119.68,119.9,118.13,118.7,118.7,"13,181"
1/25/2017,119.6,120.7,119.05,119.88,119.88,"14,627"
1/24/2017,120.18,120.93,119.18,119.68,119.68,"13,353"
1/23/2017,120,120.6,119.5,120.25,120.25,"9,164"
1/20/2017,120.82,121.03,119.25,120.25,120.25,"17,619"
1/19/2017,120.22,121.45,119.85,121.03,121.03,"22,796"
1/18/2017,119.55,120.45,119.15,120.28,120.28,"18,852"
1/17/2017,118.85,119.72,118.82,119.57,119.57,"22,848"
1/13/2017,117.18,118.75,116.63,118.53,118.53,"33,283"
1/12/2017,118.47,118.63,116.32,117.47,117.47,"39,653"
1/11/2017,118.97,119.7,118.53,119.13,119.13,"39,934"
1/10/2017,116.8,119.53,116.78,119.53,119.53,"47,201"
1/9/2017,115,116.68,114.1,116.53,116.53,"28,355"
1/6/2017,114.72,115.2,113.97,114.82,114.82,"24,094"
1/5/2017,116,116.65,114.78,115.07,115.07,"24,514"
1/4/2017,114.5,115.78,114.43,115.68,115.68,"25,290"
1/3/2017,116.5,116.57,114.3,114.88,114.88,"29,255"
12/30/2016,119.4,123.7,119,119,119,"34,529"
12/29/2016,116.35,118.97,116.3,118.7,118.7,514
12/28/2016,114.95,116.35,114.88,115.97,115.97,536
12/27/2016,114.72,115.28,114.2,114.95,114.95,610
12/23/2016,114.47,115.28,114,114.57,114.57,"1,052"
12/22/2016,113.4,114.82,113.4,114,114,"1,773"
12/21/2016,111.9,113.45,111.9,113.28,113.28,"1,921"
12/20/2016,111.95,112.95,111.68,112.1,112.1,"2,578"
12/19/2016,111.57,112.2,111.47,111.95,111.95,"4,793"
12/16/2016,111.07,112.68,111.05,112.32,112.32,"2,357"
12/15/2016,110.78,111.38,110.4,110.72,110.72,"1,313"
12/14/2016,111.13,112.13,110.6,111.1,111.1,"3,196"
12/13/2016,110.5,111.72,109.95,111.13,111.13,"3,929"
12/12/2016,108.72,111.15,108.47,110.35,110.35,"5,838"
12/9/2016,108.3,108.97,107.4,108.72,108.72,"3,245"
12/8/2016,108.9,109.82,107.32,109.05,109.05,"4,876"
12/7/2016,109.63,110.3,108.38,109.38,109.38,"3,842"
12/6/2016,108.4,109.9,107.28,109.85,109.85,"3,546"
12/5/2016,108.35,108.47,107.4,107.82,107.82,"5,449"
12/2/2016,110.2,110.32,107.93,108.22,108.22,"11,552"
12/1/2016,111.9,112.25,110.18,110.57,110.57,"14,317"
11/30/2016,109.4,110.93,109.15,110.75,110.75,"12,802"
11/29/2016,109.07,109.47,108.57,108.93,108.93,"9,748"
11/28/2016,110.3,110.8,109.07,109.3,109.3,"14,220"
11/25/2016,110.55,111.2,110.3,110.75,110.75,"9,566"
11/23/2016,109.35,109.8,108.78,109.68,109.68,"10,382"
11/22/2016,108.72,109.6,108.4,109.35,109.35,"9,014"
11/21/2016,108.6,109.8,108.55,109.03,109.03,"14,774"
11/18/2016,108.28,108.78,107.97,108.32,108.32,"10,802"
11/17/2016,108.7,108.9,107.8,108.22,108.22,"15,200"
11/16/2016,105.3,108.35,105.15,108.2,108.2,"27,424"
11/15/2016,105.5,106,104.88,105.47,105.47,"16,804"
11/14/2016,105.57,106.9,105.3,105.57,105.57,"23,243"
11/10/2016,103.9,105.2,103.6,104.5,104.5,"31,426"
11/9/2016,102.25,103.68,101.95,103.47,103.47,"25,677"
11/8/2016,101.53,103.5,101.32,102.6,102.6,"31,773"
11/7/2016,102.63,103,100.28,101.65,101.65,"40,697"
11/4/2016,103.97,104,101.68,102.72,102.72,"30,895"
11/3/2016,105,105.35,103.5,104.07,104.07,"23,057"
11/2/2016,105.8,106,105.03,105.38,105.38,"23,617"
11/1/2016,103.47,105.8,103.4,105.53,105.53,"23,215"
10/31/2016,104.2,104.2,102.6,103.1,103.1,"18,495"
10/28/2016,104.4,104.97,103.82,104.2,104.2,"1,202"
10/27/2016,103.25,104.68,103.25,104.13,104.13,"1,211"
10/26/2016,102.8,103.68,102.43,103.05,103.05,997
10/25/2016,103.05,103.38,102.5,102.72,102.72,"1,250"
10/24/2016,102.85,103.8,102.75,103.13,103.13,"2,404"
10/21/2016,99.35,102.3,99.35,101.15,101.15,"1,994"
10/20/2016,96.75,99.03,96.55,99.03,99.03,"1,741"
10/19/2016,97.63,98.1,95.85,96.03,96.03,"2,283"
10/18/2016,97.3,98.5,96.35,97.75,97.75,"2,984"
10/17/2016,95.78,98,95.75,97.28,97.28,"1,749"
10/14/2016,94.53,96.32,94.5,95.9,95.9,"2,401"
10/13/2016,96.72,97.13,94.3,94.45,94.45,"3,052"
10/12/2016,97.25,98.6,95.68,96.75,96.75,"4,414"
10/11/2016,98.28,99.47,96.68,97.5,97.5,"3,987"
10/7/2016,101.68,102.43,101.63,101.88,101.88,"7,807"
10/6/2016,102.35,103.22,101.55,102.43,102.43,"5,712"
10/5/2016,102.05,102.97,101.3,102.85,102.85,"7,661"
10/4/2016,99.22,101.93,99.18,101.9,101.9,"9,153"
10/3/2016,98.53,99.7,97.35,98.93,98.93,"9,484"
9/30/2016,101.57,101.57,98.9,98.9,98.9,"13,701"
9/29/2016,103.8,104,101.65,101.9,101.9,"9,744"
9/28/2016,102.82,104.18,101.53,103.47,103.47,"16,326"
9/27/2016,106.3,106.3,103.82,103.82,103.82,"14,129"
9/26/2016,106.65,107.05,105.57,106.82,106.82,"7,876"
9/23/2016,106.63,107.57,104.43,107.28,107.28,"19,710"
9/22/2016,108.5,109,106.6,107.07,107.07,"13,440"
9/21/2016,107.97,109.22,107.93,108.55,108.55,"15,284"
9/20/2016,107.85,108.25,107.35,107.68,107.68,"11,710"
9/19/2016,108.05,108.2,107.18,107.9,107.9,"18,248"
9/16/2016,106.63,108.1,106.1,107.88,107.88,"22,309"
9/15/2016,106.4,107.5,106.22,106.95,106.95,"20,192"
9/14/2016,104.35,106.05,103.65,105.8,105.8,"34,220"
9/13/2016,105.78,105.82,104.38,104.68,104.68,"30,481"
9/12/2016,104.97,106.53,104.75,105.7,105.7,"43,201"
9/9/2016,101.1,104.4,101.1,104.4,104.4,"35,837"
9/8/2016,102.5,103,100.1,101.4,101.4,"42,113"
9/7/2016,99.75,102.85,99.53,102.43,102.43,"27,562"
9/6/2016,101.4,102.2,99.38,100.03,100.03,"28,347"
9/2/2016,103.45,104,101.38,101.6,101.6,"39,478"
9/1/2016,106.4,106.68,103.57,103.57,103.57,"31,782"
8/31/2016,111.55,113,111.55,111.95,111.95,"33,834"
8/30/2016,110.78,111.7,110.6,111.5,111.5,965
8/29/2016,109.95,110.85,109.8,110.75,110.75,935
8/26/2016,112.25,112.75,110.03,110.35,110.35,"1,425"
8/25/2016,112.5,112.78,112.05,112.47,112.47,931
8/24/2016,113.25,113.25,112,112.72,112.72,"1,762"
8/23/2016,113.28,113.65,112.82,113.25,113.25,"1,160"
8/22/2016,113.5,113.95,112.75,113.43,113.43,"1,517"
8/19/2016,113.68,113.9,112.75,113.55,113.55,"1,473"
8/18/2016,114.82,115.07,113.4,113.57,113.57,"2,621"
8/17/2016,115.2,115.53,114.63,114.75,114.75,"1,535"
8/16/2016,115.88,116.28,114.32,115.5,115.5,"2,742"
8/15/2016,116.65,117.05,115.85,115.93,115.93,"1,922"
8/12/2016,115.95,116.65,115.28,116.32,116.32,"1,848"
8/11/2016,116.8,117.07,115.13,116.03,116.03,"3,772"
8/10/2016,117.15,117.63,116.68,116.85,116.85,"2,564"
8/9/2016,117.13,117.75,116.68,116.97,116.97,"2,617"
8/8/2016,117.72,117.75,116.88,116.93,116.93,"4,644"
8/5/2016,117.18,117.75,116.4,117.68,117.68,"10,381"
8/4/2016,116.55,117.5,115.95,116.32,116.32,"8,653"
8/3/2016,116.2,117.18,115.93,116.75,116.75,"8,324"
8/2/2016,116.15,116.78,115.4,116.22,116.22,"6,668"
8/1/2016,113.9,116.07,113.72,115.93,115.93,"11,352"
7/29/2016,113.07,113.97,112.8,113.07,113.07,"6,320"
7/28/2016,113.88,114.88,113.05,113.32,113.32,"8,408"
7/27/2016,113.43,114.38,113.25,113.95,113.95,"9,672"
7/26/2016,113.15,113.97,112.45,113.88,113.88,"12,275"
7/25/2016,110.95,112.95,110.95,112.95,112.95,"12,378"
7/22/2016,107.45,110.43,107.35,109.95,109.95,"12,877"
7/21/2016,109.55,109.8,107.1,107.53,107.53,"17,112"
7/20/2016,110,111.5,109.03,109.43,109.43,"17,440"
7/19/2016,112.43,112.93,110,110.4,110.4,"16,385"
7/18/2016,110.4,112.82,109.63,112.45,112.45,"21,881"
7/15/2016,112.72,113.1,110.7,110.93,110.93,"19,794"
7/14/2016,111.5,113.5,111.4,112.72,112.72,"38,458"
7/13/2016,108.9,111.53,108.72,111.45,111.45,"38,779"
7/12/2016,109.4,110.15,108.18,108.9,108.9,"32,112"
7/11/2016,112,112.18,109.22,109.35,109.35,"35,088"
7/8/2016,111.57,113.82,111.35,112.22,112.22,"27,948"
7/7/2016,112.5,113.13,111.55,111.8,111.8,"17,821"
7/6/2016,113.9,114.4,112.32,112.8,112.8,"19,044"
7/5/2016,113.05,114.22,111.07,113.65,113.65,"23,726"
7/1/2016,114.85,115.35,112.78,112.97,112.97,"22,873"
6/30/2016,119.25,120,118.68,120,120,"24,514"
6/29/2016,117.2,119,117.2,118.9,118.9,"1,708"
6/28/2016,116.25,117.2,116.2,117.07,117.07,"1,289"
6/27/2016,114.82,116.28,114.82,115.93,115.93,930
6/24/2016,115.2,116.45,114.1,114.7,114.7,"1,487"
6/23/2016,115.43,116.88,115.35,116.75,116.75,"1,412"
6/22/2016,115.05,115.9,114.2,115.35,115.35,"2,410"
6/21/2016,114.88,115.38,113.78,115.05,115.05,"2,264"
6/20/2016,116.43,116.68,113.72,114.5,114.5,"1,918"
6/17/2016,117,117.97,116.5,116.72,116.72,"2,159"
6/16/2016,117.75,117.75,115.57,117.28,117.28,"2,560"
6/15/2016,119,119,117,117.28,117.28,"2,724"
6/14/2016,118.6,119.38,116.88,119.05,119.05,"3,570"
6/13/2016,122.32,122.32,119.45,119.45,119.45,"2,866"
